id,code,type,lang,text,category
752,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Bekommst du deinen Lohn oder welches Geld beziehst du?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
753,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Bist du mit deinem aktuellen Einkommen zufrieden oder gibt es bestimmte Verbesserungen, die du dir wünschen würdest?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
754,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Darf ich fragen wovon Sie leben?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
755,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Erste wichtige Frage: Hast du heute ein Dach über dem Kopf, wo du schlafen kannst oder bist du jetzt akut Wohnugslos?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
756,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Gehst du aktuell einer Arbeit nach?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
757,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Gibt es bestimmte Herausforderungen in deinem Beruf, die du derzeit bewältigen musst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
758,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Haben sie schon ergänzende Sozialleistungen beantragt?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
759,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Hast du in letzter Zeit Veränderungen in deinem Beschäftigungsstatus erlebt?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
760,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Hast du momentan finanzielle Ziele oder Herausforderungen, mit denen du konfrontiert bist?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
761,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Kommen Sie aktuell mit dem Geld, was sie monatlich zur Verfügung haben zurecht?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
762,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Und wie hoch sind die Fixausgaben im Monat: Miete, Strom, Telefon, Fahrtkosten, Versicherung.",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
763,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Und wieviel Geld steht Ihnen zur Verfügung?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
764,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Welche Auswirkungen hat die aktuelle wirtschaftliche Situation auf deine Lebensqualität?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
765,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Welche Auswirkungen hat die aktuelle Wirtschaftslage auf die Verfügbarkeit von Arbeitsplätzen in deinem Bereich?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
766,CO-IF-AC-RF-RLS-ES,CO,DE,"Berater: Welche beruflichen Ziele verfolgst du aktuell und wie planst du, sie zu erreichen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
767,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Welche finanziellen Entscheidungen stehen derzeit bei dir im Fokus?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
768,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Welche Rolle spielt die berufliche Stabilität für dich persönlich?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
769,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Welche Veränderungen in deinem Berufsleben planst du in naher Zukunft?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
770,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Welches Einkommen haben Sie?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
771,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie beeinflusst deine Arbeitssituation dein alltägliches Leben?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
772,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie gestaltest du deine berufliche Weiterentwicklung und welche Schritte unternimmst du dafür?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
773,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: wie hoch ihr Einkommen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
774,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie ist deine wirtschaftliche Situation momentan?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
775,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie kommst du mit deiner Erwerbsminderungsrente zurecht?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
776,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie sieht deine berufliche Situation aus? Bist du aktuell angestellt oder selbstständig?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
777,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie stehst du denn zur Wohungssuche? Willst du selber auch ausziehen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
778,CO-IF-AC-RF-RLS-ES,CO,DE,Berater: Wie wirkt sich die wirtschaftliche Lage allgemein auf deine Lebensentscheidungen aus?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Employment/economic situation
779,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Beschäftigen Sie sich in Ihrer Freizeit mit kreativen Aktivitäten wie Malen, Schreiben oder Musik?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
780,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Besuchen Sie gerne kulturelle Veranstaltungen in Ihrer Freizeit, wie zum Beispiel Konzerte, Theater oder Ausstellungen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
781,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Bist du mit der Vielfalt deiner Hobbys zufrieden, oder gibt es Bereiche, die du gerne erweitern möchtest?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
782,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Engagieren Sie sich in Ihrer Freizeit in sozialen Projekten oder Freiwilligenarbeit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
783,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Findest du genügend Zeit für deine Hobbys?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
784,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es an deiner Uni keine Möglichkeiten, preisgünstige Sportangebote wahrzunehmen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
785,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es bestimmte Aktivitäten, denen Sie gerne nachgehen, um sich zu entspannen oder neue Energie zu tanken?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
786,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es bestimmte Hobbys oder Aktivitäten, die Sie gerne mit anderen Menschen teilen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
787,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es bestimmte Hobbys, die du in letzter Zeit entdeckt oder aufgegeben hast?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
788,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es bestimmte kulturelle Ereignisse, auf die Sie sich in Ihrer Freizeit freuen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
789,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es denn ein Sportstudio in der Nähe, in dem du dich anmelden könntest?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
790,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es denn keine Hobbys, die du mit deinen Freunden gemeinsam machen kannst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
791,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es denn keine Möglichkeit, deine Hobbys wieder in deinen Alltag zu integrieren?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
792,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es ein bestimmtes Hobby, das du gerne mit Freunden oder Familie teilst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
793,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es ein Hobby, das du gerne ausprobieren möchtest, aber bisher noch nicht dazu gekommen bist?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
794,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es Freizeitaktivitäten, mit denen du dich ablenken kannst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
795,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es gemeinnützige Aktivitäten, die Ihnen besonders am Herzen liegen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
796,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es Hobbys oder Interessen, die du als Ausgleich zu beruflichen oder persönlichen Herausforderungen siehst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
797,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es Hobbys oder Interessen, die Sie gerne in Ihrer Freizeit ausüben, aber aus Zeitmangel bisher vernachlässigt haben?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
798,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es Hobbys, die du als besonders entspannend oder stressreduzierend empfindest?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
799,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es Hobbys, die du mit anderen teilen möchtest, aber bisher nicht geteilt hast?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
800,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Gibt es in deiner Schule keine Freizeitaktivitäten außerhalb des Unterrichts?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
801,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Gibt es z.B. ein Hobby, das du nach der Zeit in der Klinik wieder aufgenommen hast?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
802,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Haben Sie außerhalb ihrer Arbeit Freizeitbeschäftigungen, die Ihnen Freude bereiten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
803,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Haben Sie bestimmte Reiseziele oder -aktivitäten, die Sie besonders schätzen, wenn Sie frei haben?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
804,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Haben Sie bestimmte Vorlieben bezüglich der Bücher, die Sie in Ihrer Freizeit lesen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
805,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Haben Sie Lieblings-Apps oder Websites, die Sie gerne nutzen, wenn Sie entspannen möchten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
806,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Haben Sie vielleicht auch Interessen oder Leidenschaften, die Sie gerne weiterentwickeln oder vertiefen möchten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
807,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Haben Sie vielleicht auch neue Hobbys oder Aktivitäten entdeckt, die Sie gerne ausprobieren möchten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
808,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Hast du dich im Internet schon informiert, ob es ein Boxstudio in deiner Nähe gibt?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
809,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Hast du dich schon einmal über Sportarten informiert, für die du dich interessieren könntest?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
810,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Hast du einen Park in der nähe, in dem du joggen gehen kannst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
811,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Hast du in der aktuellen Lebenslage genügend Zeit für deine Hobbys, oder gibt es Hindernisse?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
812,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Hast du sonst noch irgendwelche Hobbies?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
813,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Hast du überlegt, wieder mit dem tanzen anzufangen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
814,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Inwiefern spiegelt sich deine Persönlichkeit in den Hobbys wider, denen du nachgehst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
815,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Kannst du dir nicht vorstellen mit Mitschülern Basketball spielen zu gehen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
816,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Kannst du nicht den Verein wechseln?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
817,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Kochen Sie gerne in Ihrer Freizeit? Wenn ja, welche Art von Gerichten bereiten Sie am liebsten zu?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
818,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Könnten Sie sich vorstellen, nach der Arbeit noch einen Volkshochachulkurs zu besuchen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
819,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Sehr cool. Was für ein Kampfsport machst du denn genau?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
820,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Spielen Sie gerne Gesellschaftsspiele in Ihrer Freizeit? Wenn ja, welche sind Ihre Favoriten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
821,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Treiben Sie regelmäßig Sport in Ihrer Freizeit? Wenn ja, welche Sportart(en) bevorzugen Sie?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
822,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Um Ihnen besser zu raten, wäre es hilfreich zu wissen, welche Art von Hobbys oder Interessen Sie haben",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
823,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wäre Fußballspielen etwas für dich?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
824,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Was für Sport machst du denn genau?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
825,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Was hast du für Hobbies, machst du viel mit Freunden oder bist du viel alleine unterwegs?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
826,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Was machst du gern in deiner Freizeit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
827,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Was sind denn deine Interessen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
828,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Was sind Ihre Lieblingsfreizeitbeschäftigungen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
829,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Welche Aktivitäten machen Ihnen besonders viel Spaß, wenn Sie Zeit für sich selbst haben?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
830,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Welche Art von Büchern, Filmen oder Musik bevorzugst du in deiner Freizeit?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
831,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche Art von Musik hören Sie gerne in Ihrer Freizeit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
832,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche Auswirkungen haben deine Hobbys auf deine allgemeine Lebenszufriedenheit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
833,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Welche Fähigkeiten hast du durch dein Hobby entwickelt, die auch in anderen Bereichen deines Lebens nützlich sind?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
834,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Welche Hobbys oder Aktivitäten helfen dir, Stress abzubauen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
835,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche Hobbys oder Freizeitaktivitäten machen Ihnen besonders Spaß?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
836,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche Hobbys oder Freizeitaktivitäten würdest du gerne in der Zukunft ausprobieren?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
837,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche Hobbys und Freizeitaktivitäten hast du derzeit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
838,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche kreativen Ausdrucksformen liegen Ihnen besonders am Herzen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
839,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche sportlichen Aktivitäten bringen Ihnen in Ihrer Freizeit am meisten Freude?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
840,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welche Veränderungen in deiner Lebenslage könnten sich positiv auf deine Freizeitgestaltung auswirken?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
841,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welches Buch hat Sie in letzter Zeit besonders fasziniert?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
842,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Welches Hobby übst du in deiner Freizeit am liebsten aus und warum?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
843,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Wenn dir das Zeichnen gut tut, wäre es dann nicht eine Überlegung, wieder damit anzufangen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
844,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie findest du die Balance zwischen deinen Hobbys und anderen Verpflichtungen im Alltag?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
845,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Wie gehst du damit um, wenn du das Interesse an bestimmten Hobbys verlierst?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
846,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Wie gehst du damit um, wenn du wenig Zeit für deine Freizeitaktivitäten hast?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
847,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie gestalten Sie gerne Ihren Urlaub in Ihrer Freizeit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
848,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie gestaltest du deine Freizeit in Anbetracht deiner aktuellen Lebenssituation?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
849,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie hat sich dein Interesse an deinem aktuellen Hobby entwickelt?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
850,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie integrierst du deine Hobbys in den Alltag?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
851,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie lang bist du schon in dem Fußballverein?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
852,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie lange besuchst du die Musikschule schon?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
853,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie lange spielst du schon Klavier?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
854,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie oft gehst du denn schwimmen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
855,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie schaut eine perfekte Freizeitgestaltung Ihrer Meinung nach aus?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
856,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie verbringen Sie einen geselligen Abend mit Freunden oder Familie?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
857,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie verbringen Sie Ihre Zeit online in Ihrer Freizeit?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
858,CO-IF-AC-RF-RLS-L,CO,DE,"Berater: Wie wichtig ist es für dich, regelmäßig Zeit für dich selbst und deine Hobbys zu haben?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
859,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wie wichtig sind dir deine Freizeitaktivitäten für deine Lebensqualität?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
860,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Wiem oft triffst du dich zum Tennis spielen?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
861,CO-IF-AC-RF-RLS-L,CO,DE,Berater: Womit beschäftigst du dich außerhalb der Schule?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Leisure
862,CO-IF-AC-RF-RLS-H,CO,DE,Berater: Beeinflusst dich das ADHS in der Schule schwer?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
863,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Bist du mit deinem aktuellen körperlichen Wohlbefinden zufrieden, oder gibt es Aspekte, die du verbessern möchtest?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
864,CO-IF-AC-RF-RLS-H,CO,DE,Berater: Denkst du dass dir dabei die Sozialstunden und Probleme mit der Polizei im Weg stehen könnten?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
865,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Fallen dir denn Alternativen ein, die weniger oder gar nicht gesundheitliche Risiken mit sich bringen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
866,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es Anzeichen von suchtähnlichem Verhalten, sei es bei Substanzen oder Verhaltensweisen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
867,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es bestimmte Auslöser oder Stressoren, die Ihre psychische Gesundheit beeinflussen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
868,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es bestimmte gesundheitliche Aspekte, die Sie gerne besprechen würden?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
869,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es bestimmte Gesundheitsziele, die Sie erreichen möchten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
870,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es Momente, in denen du das Gefühl hast, deine Emotionen nicht angemessen steuern zu können?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
871,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es spezielle Herausforderungen oder Barrieren in deiner aktuellen Lebenslage, die deine körperliche Gesundheit beeinträchtigen?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
872,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Gibt es spezifische physische Beschwerden oder Schmerzen, über die Sie sprechen möchten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
873,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Haben Sie bestimmte Aktivitäten, die sich positiv auf Ihre Gesundheit auswirken?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
874,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Haben Sie chronische Erkrankungen oder gesundheitliche Probleme, die aktuell relevant sind?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
875,CO-IF-AC-RF-RLS-H,CO,DE,Berater: Haben Sie derzeit gesundheitliche Herausforderungen oder Bedenken?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
876,CO-IF-AC-RF-RLS-H,CO,DE,"Berater: Haben Sie derzeit gesundheitliche Probleme, die Sie belasten?",Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
877,CO-IF-AC-RF-RLS-H,CO,DE,Berater: Haben Sie Erfahrungen mit Angst oder Depression gemacht?,Impact factors->Analysis and clarification of problems->Reflection (Fact)->Request about living situation->Health (mental and physical)
